parent_asin,title,original_description,original_features,image_url,image_variant,ai_generated_description
B000FP2XKK,National Geographic - German Edition    Print Magazine,,,https://m.media-amazon.com/images/I/51vyrVux46L._AC_.jpg,MAIN,the cover of the national geographic deutschland
B00005NIND,Bon Appetit    Print Magazine,,,https://m.media-amazon.com/images/I/61doh78kPKL._AC_.jpg,MAIN,a cake on a plate with pink flowers on it
B00006KPEO,Navy Times    Print Magazine,Contains current government information for Navy personnel; also an independent forum for analysis of military policy.,,https://m.media-amazon.com/images/I/51F1YRZK5DL._AC_.jpg,MAIN,"the front page of the may 23, 2009 issue of nav times"
B01N1I4ICQ,Esquire    Print Magazine,"Esquire is the original and leading men's lifestyle magazine. Esquire's award winning editorial covers everything a man needs to know each month including the latest on style and clothes, what's new in cars, culture and entertainment and advice on money matters.",,https://m.media-amazon.com/images/I/71o4u6-v-SL._AC_.jpg,MAIN,a man in a yellow and blue plaid jacket
B00007LN74,Focus - Italy    Print Magazine,Science and technology magazine published in Italy,,https://m.media-amazon.com/images/I/510GeF5+00L._AC_.jpg,MAIN,the front page of the magazine focus
B07CXBXPX3,Women's Health    Print Magazine,"A lifestyle magazine rooted in health and fitness. Women's Health is filled with actionable and practical advice that you can use today. For women who want to do more, have more, and be more.",,https://m.media-amazon.com/images/I/614GOZvtRQL._AC_.jpg,MAIN,a woman in a red top and silver jacket on the cover of women ' s health magazine
B000066HUO,HOW Magazine    Print Magazine,,,https://m.media-amazon.com/images/I/51VOetAEMrL._AC_.jpg,MAIN,a book cover with speech bubbles on it
B079J83X33,Entrepreneur - 2 Year Auto Renew,,,https://m.media-amazon.com/images/I/61Tvag9oD9L._AC_.jpg,MAIN,a woman sitting on top of a couch with a dog
B0002ZJBLW,Shortex Stock Investment Market Letter    Print Magazine,"Shortex has the research you need to control the market, in either bull or bear markets, the hedge position presents the best strategic approach. The Shortex Market Letter provides you with the information and analysis you need to maintain this position and ensure a solid return on your investments",,https://m.media-amazon.com/images/I/61WCE6KTP4L._AC_.jpg,MAIN,the front page of a newspaper with a photo of an image of the man in a suit and tie
B003X5AC34,Log Home Living,,,https://m.media-amazon.com/images/I/71gOpjCN3aL._AC_.jpg,MAIN,a magazine cover with a living room and fireplace
B0012C1O8C,Bloomberg Businessweek    Print Magazine,,,https://m.media-amazon.com/images/I/613Hh73tkTL._AC_.jpg,MAIN,an art - time for the ages
B00F418CZU,Vanity Fair All Access    Print Magazine,,,https://m.media-amazon.com/images/I/51nNbVY5w0L._AC_.jpg,MAIN,a tablet with a magazine cover on it
B002PXW1LQ,Martha Stewart Weddings    Print Magazine,,,https://m.media-amazon.com/images/I/51TkYLk7tbL._AC_.jpg,MAIN,martha weddings magazine - may 2018 issue
B00XDAH85O,NEWSWEEK SPECIAL    Print Magazine,"Newsweek Special Issues celebrates the storied and legendary rock & roll band the Grateful Dead. Born in 1965 during the rise of counterculture, the Dead, as they are forever known, revolutionized music with their unique blend of rock, blues, folk, bluegrass, reggae, country, psychedelic and more. Fifty years later, the surviving members of the band—Mickey Hart, Bill Kreutzmann, Phil Lesh and Bob Weir—will take the stage together for their final concerts, Fare Thee Well. Produced in partnership with these living legends, this fully illustrated, 100-page special issue brings you a celebration of the peerless band to commemorate their 50th anniversary and the 20th anniversary of the death of their celebrated frontman and guitarist, Jerry Garcia.",,https://m.media-amazon.com/images/I/61uqE8LDIHL._AC_.jpg,MAIN,"the official poster for grateful ' s grateful dead tour, with an image of a skull and roses"
B01ENUOG52,Money [Prime Member Exclusive]    Print Magazine,"Money is the nation's largest personal finance magazine. Money's mission is to help readers make better decisions, not just in their investment portfolio, but everywhere life and money intersects - family, home, health, finances, career, spending and their future.",,https://m.media-amazon.com/images/I/51DO5tR-8ML._AC_.jpg,MAIN,a man and woman standing in front of a door
B002PXVYPA,San Diego Magazine,,,https://m.media-amazon.com/images/I/61zTknm1nAL._AC_.jpg,MAIN,a magazine cover with a woman on a surfboard in the water
B002PXVY82,Aperture,,,https://m.media-amazon.com/images/I/41czvecODBL._AC_.jpg,MAIN,a woman in a black shirt with red and green colors
B01N9NFO0S,Dolls Magazine,,,https://m.media-amazon.com/images/I/51tBpDxkGGL._AC_.jpg,MAIN,a doll sitting on top of a pile of pumpkins
B00HG1BOVK,Golf Digest Print Access    Print Magazine,,,https://m.media-amazon.com/images/I/51cMXbQdlEL._AC_.jpg,MAIN,the cover of golf digest magazine featuring a photo of a man and a young boy
B000066B5M,Disney & Me,,,https://m.media-amazon.com/images/I/61r5oD+rxqL._AC_.jpg,MAIN,"disney on me dvd with mickey mouse, pluto and pluto"
B005PRB8WC,Coin World Special Edition    Print Magazine,,,https://m.media-amazon.com/images/I/61xGZbsjoQL._AC_.jpg,MAIN,the cover of the book convod titanic
B07W3RSDX4,This Old House - CEASED OFFER    Print Magazine,"This Old House brings yesterday's craftsmanship, tomorrow's ideas, and today's living all under one roof.",,https://m.media-amazon.com/images/I/51KW50g-SnL._AC_.jpg,MAIN,the front cover of this house magazine
B00005QDWH,Angels on Earth    Print Magazine,,,https://m.media-amazon.com/images/I/41iOB3cmeZL._AC_.jpg,MAIN,"angels on earth angelland publishing, book 1"
B00006KNO9,Metropolis    Print Magazine,"Covers all aspects of the design world from interiors and architecture to urban planning and preservation. Analyzes design, explores the creative process, and engages the reader through its stimulating and innovative graphic techniques.",,https://m.media-amazon.com/images/I/61bF0T7PmuL._AC_.jpg,MAIN,"the cover of metro magazine, featuring an image of a modern building"
B003GXYYN2,Pathways to Family Wellness    Print Magazine,"Pathways to Family Wellness helps parents make informed, holistic healthcare choices for their families by providing thought-provoking articles and vital resources.",,https://m.media-amazon.com/images/I/61gGY63YoQL._AC_.jpg,MAIN,a woman holding a baby on the cover of a magazine
B015PMR8R0,Esquire All Access    Print Magazine,,,https://m.media-amazon.com/images/I/51pwv9ZZNeL._AC_.jpg,MAIN,a tablet with the cover of esq magazine
B0002VJYIG,Dumbo Feather    Print Magazine,"Each issue features five individuals and their stories, including their backgrounds and dreams. The passion and integrity of this publication lightens the heart and inspires readers to dream.",,https://m.media-amazon.com/images/I/41GSGEMDFDL._AC_.jpg,MAIN,"a picture of an airplane window with the words, dumb father, pass on"
B000695OJC,Toy Soldier and Model Figure    Print Magazine,"Toy Soldier & Model Figure is published for collectors of all stripes. Issues cover modeling history, collectors' stories, detailed information on a wide variety of toy soldiers and models, historical articles, how-to articles, project instructions, product information, and event details.",,https://m.media-amazon.com/images/I/61gmyuYjXhL._AC_.jpg,MAIN,a magazine cover with a photo of soldiers in the woods
B000XXDJ7U,More    Print Magazine,,,https://m.media-amazon.com/images/I/511T1mhbkGL._AC_.jpg,MAIN,person on the cover of more magazine
B08ZW46RNC,National Geographic Little Kids    Print Magazine,"An innovative new magazine full of learning and fun for today's preschoolers and their parents! Bursting with lively photographs, engaging stories, and interactive picture games, each issue supplies you with fresh and imaginative teaching tools created by noted educators at National Geographic.",,https://m.media-amazon.com/images/I/61bW92BNaDL._AC_.jpg,MAIN,national geographic kids - fun day for rhinos
B0746XNZJV,Food Network Magazine    Print Magazine,Food Network Magazine is HERE. Each issue is packed with inside scoops & tips from everyone’s favorite TV stars. Plus hundreds of recipes!,,https://m.media-amazon.com/images/I/61AVAiTn-WL._AC_.jpg,MAIN,"the cover of food network magazine, featuring a bowl of macs and cheese"
B002PXW0G2,Where to Retire    Print Magazine,This magazine is edited to help retirees find the ideal setting for their new life.,,https://m.media-amazon.com/images/I/61Y4lboBu3L._AC_.jpg,MAIN,the cover of where magazine with a man and woman standing next to each other magazine covers
B002PXW148,Louisiana Cookin',,,https://m.media-amazon.com/images/I/61RAuvAco4L._AC_.jpg,MAIN,the cover of louisiana cookin magazine
B00005N7RO,Muscle & Fitness    Print Magazine,"This is a lifestyle magazine for men and women interested in building their bodies and minds. It contains advice on getting in shape and staying fit. Each issue includes articles on exercise routines, diet, nutrition, sexual fitness, psychology, sports medicine, kinesiology, physiology, weight control and personal appearance.",,https://m.media-amazon.com/images/I/51PnzbJXtXL._AC_.jpg,MAIN,a magazine cover with a wrestler on the cover
B00006KERN,Forbes Nihonban    Print Magazine,"Forbes Nihonban is a Japanese-language version of Forbes. The monthly magazine offers Japanese executives unique insights and analyses of U.S., European, and Japanese corporations.",,https://m.media-amazon.com/images/I/51A7GF00ETL._AC_.jpg,MAIN,"food for the fy field of seeds, chipettes, and glugs"
B06XPZHT3G,Architectural Digest    Print Magazine,"Product Description Architectural Digest is the international authority in design. Get insider access into the world's most beautiful homes through stunning photography and stories from some of the best writers in the industry. From classic to contemporary styles — AD has it all. Your subscription will also include the annual special issues: Before & After and Designers Own Homes . Subscribe Today! Amazon.com Review Filled to the brim with articles, pictures, and features on both interior and exterior architecture and design, Architectural Digest magazine is a great resource for ideas, inspiration, and entertainment for designers and design enthusiasts.  Many issues of Architectural Digest magazine take on central themes, so there is always something new and special to look forward to each month. The content editors love to present the latest and greatest in design, and you'll find pictures and feature articles spotlighting homeowners who live a variety of lifestyles. Unique structural",,https://m.media-amazon.com/images/I/61iA3gEMeAL._AC_.jpg,MAIN,the cover of architectural digest magazine featuring a man and woman sitting on a couch
B00005Q7DL,MacLife    Print Magazine,,,https://m.media-amazon.com/images/I/513Fiuz4nQL._AC_.jpg,MAIN,the cover of the march issue of mac life magazine
B00005N7RY,Orange Coast,,,https://m.media-amazon.com/images/I/51U3iZ+-hhL._AC_.jpg,MAIN,the cover of dancecast magazine with a skateboarder on it
B002PXVYM8,Opera News,,,https://m.media-amazon.com/images/I/5120IefwFxL._AC_.jpg,MAIN,a man sitting on top of a chair next to a mirror
B07ZW8VYL2,Sail - 2 Year,,,https://m.media-amazon.com/images/I/61QDSmq+gwL._AC_.jpg,MAIN,a man in a boat on the water
B0007INHZ0,Magnifikid!,,,https://m.media-amazon.com/images/I/51btbruc4ML._AC_.jpg,MAIN,a picture of a man and woman with the words magkid
B00ZDXLBEI,American Survival Guide    Print Magazine,"Prepare yourself family for when disaster strikes. Step-by step instructions on how to provide energy to your home, grow and preserve your own food, prepare a first-aid kit, make water drinkable.",,https://m.media-amazon.com/images/I/51f4ZfgPq8L._AC_.jpg,MAIN,the cover of the american outdoors magazine
B00006K225,Aeronautical & Space Sciences    Print Magazine,,,https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif,MAIN,the north face men ' s chia hoodie jacket
B00005NINW,Flex (1-year) [Print + Kindle]    Unknown Binding,,,https://m.media-amazon.com/images/I/61vYGIvLbUL._AC_.jpg,MAIN,"the cover of muscle flex magazine, featuring a male body"
B00006KC86,Dune Buggies and Hot Vws    Print Magazine,"Edited for Volkswagen owners, off-road enthusiasts, racers and general automotive enthusiasts. Includes technical articles, how-to-do-it's and competition coverage.",,https://m.media-amazon.com/images/I/51runEUgSTL._AC_.jpg,MAIN,a magazine cover with a car on it
B00009951H,Snowtech Magazine,,,https://m.media-amazon.com/images/I/61r61JkmcnL._AC_.jpg,MAIN,the cover of snow tech magazine with a man on a snowmobile
B0009UKYQG,Practical Homeschooling,,,https://m.media-amazon.com/images/I/51PiScqjQzL._AC_.jpg,MAIN,a young girl standing in front of a christmas tree
B00006LC5I,Florida Trend,,,https://m.media-amazon.com/images/I/51TJSaneUZL._AC_.jpg,MAIN,a magazine cover with a man in a suit
B00KYMH886,GQ All Access    Print Magazine,,,https://m.media-amazon.com/images/I/51PjfIGV9UL._AC_.jpg,MAIN,a tablet with the cover of a magazine on it
B0029XHGTY,Parents    Print Magazine,"Product Description American?s leading family magazine for parents offering proven tips, sure-fire techniques and straightforward advice form America?s foremost childcare experts. Amazon.com Review Parents magazine is America's leading magazine for parents. Primarily written for mothers of growing children, the magazine focuses on child growth and development, offering insightful and helpful information. Since 1926, millions of parents have turned to Parents Magazine each month as a guide for raising their children.  Each month, the magazine shares specific advice regarding common problems or issues with certain ages from babies to big kids. Columns and regular features address family development, manners and behavior, safety ratings, product recalls, and new product reviews. Expertly written features help you clearly understand your child's behavior, sharing specific ideas and information about your child's physical, psychological, and cognitive growth and development. Each issue of P",,https://m.media-amazon.com/images/I/61LqK90qu2L._AC_.jpg,MAIN,a woman in a pink dress sitting on a blue chair
B00L4K24LI,Shape Magazine July/august 2014 Jillian Michaels on the Cover},"Has small imperfections due to shipping, WILL NOT SHIP TO A CORRECTIONAL FACILITY OR DETENTION CENTER, will be shipped in a large envelope, shipping label will be covered, single issue magazine. Somke free/pet free home.",,https://m.media-amazon.com/images/I/51bv-uds4lL._AC_.jpg,MAIN,the cover of shape magazine featuring a woman in red panties
B00006KVY9,Saint Anthony Messenger,,,https://m.media-amazon.com/images/I/51f42VVJUXL._AC_.jpg,MAIN,the cover of a magazine with a stack of rocks on it
B00G16YQT8,"Bluetooth Headphones Sports Earbuds 5.0 Magnetic Bluetooth Earphones IPX5 Waterproof Noise Cancelling Headset for Running,Cycling,Workout …",,,https://m.media-amazon.com/images/I/41lM5LLISAL._AC_.jpg,MAIN,a magazine with two men in suits on the cover
B000088UMG,Predator Xtreme    Print Magazine,Predator Xtreme's target audience consists of predator and varmint hunters and hunters interested in technical information about guns and habitat. This magazine is for the hunter interested in all aspects of the sport.,,https://m.media-amazon.com/images/I/61wOvc0fpQL._AC_.jpg,MAIN,the cover of predator magazine featuring a wolf
B000FI921K,Concrete Wave    Print Magazine,"There are close to 20 skateboard magazines published worldwide. Concrete Wave aims to be completely different from every single one of them. Our philosophy is 100% skateboarding. This means showcasing ALL types of skateboarding. Longboarding, slalom, freestyle, street, downhill, ditches, pools, parks...men, women, young and old. We show it ALL...and we are 100% skateboarding...no video or music reviews...and no hair gel ads! Concrete Wave is here to inspire you and draw you closer to skateboarding. Perhaps you believe that skateboarding today has become a little too heavy on marketing and a little light in terms of variety. You sense that this has led to an environment of conformity. Concrete Wave is here to provide you with images and information that will challenge you and make you think. Concrete Wave magazine will take you back and move you forward. Join us on the journey!",,https://m.media-amazon.com/images/I/61A0xbrSzRL._AC_.jpg,MAIN,a person riding a skateboard down a road
B01N7MRC76,Tail Fly Fishing,,,https://m.media-amazon.com/images/I/51OSrU8OF8L._AC_.jpg,MAIN,the cover of a magazine with a butterfly on it
B002PXW1NY,Experience Life,,,https://m.media-amazon.com/images/I/517YrSAiTDL._AC_.jpg,MAIN,the cover of a magazine with a man smiling
B00005N7QN,Harper's Bazaar    Print Magazine,,,https://m.media-amazon.com/images/I/61rXKOohh3L._AC_.jpg,MAIN,a woman sitting on the floor in a red dress
B00009ALLX,Classic Motorsports    Print Magazine,,,https://m.media-amazon.com/images/I/51QN4JOqyiL._AC_.jpg,MAIN,the cover of a magazine with a car on it
B00005N7OP,ARTnews    Print Magazine,"This magazine reports on the personalities, trends and events that shape the international art world. Its articles focus on art ranging from old masters to contemporary art in all genres. Regular features include reviews of books and exhibits, travel destinations, investment and appreciation advice and insights into the art world.",,https://m.media-amazon.com/images/I/51gpMdZONAL._AC_.jpg,MAIN,"the cover of the book art news, featuring a man and woman in a room with an open door"
B000066T0G,Gun Digest,,,https://m.media-amazon.com/images/I/51emtzUVrgL._AC_.jpg,MAIN,gun digest the best guns in the world
B00007LN6X,Flypast    Print Magazine,"Britain's top-selling aviation journal covering articles on aviation history, museums, displays, operators, and aircraft.",,https://m.media-amazon.com/images/I/51YCkIsc6bL._AC_.jpg,MAIN,a magazine cover with an airplane on the cover
B00P0775QK,Dr Oz The Good Life All Access    Print Magazine,"Dr. Oz The Good Life is a new lifestyle magazine that brings the upbeat, engaging personality and advice of Dr. Oz to life on every page, providing readers with a fresh take on everything from physical and emotional wellbeing to food, finance, beauty and home. Dr. Oz and his team of health experts help readers discover the right ways to increase energy, improve their health, fight disease and separate health facts from fiction.",,https://m.media-amazon.com/images/I/51cqGY39HjL._AC_.jpg,MAIN,dr oz and the go - to diet magazine on a tablet
B003I7HS6Q,MIT Sloan Management Review    Print Magazine,"MIT Sloan Management Review leads the discourse among academic researchers, business executives and other influential thought leaders about advances in management practice that are transforming how people lead and innovate. MIT SMR disseminates new management research and innovative ideas so that thoughtful executives can capitalize on the opportunities generated by rapid organizational, technological and societal change. Paid subscriptrion includes full access to 25-year archive on desktop, smartphone and tablet editions.",,https://m.media-amazon.com/images/I/51YdsfYQOcL._AC_.jpg,MAIN,"the cover of mt scan ' s magazine, featuring a line of heads in silhouettes"
B001PNCZUO,The Economist    Print Magazine,,,https://m.media-amazon.com/images/I/518-OwkgroL._AC_.jpg,MAIN,the economist ' s book cover of why we had to drag down
B002PXVYSC,Sunset    Print Magazine,"Product Description Sunset celebrates the promise of the West. We expose you to the experiences and advantages only the West can offer, so you'll never forget why you live here. Amazon.com Review Sunset magazine is one of the leading publications to bring all things found and made in the West into the hands of people across the country. From great restaurants to places to travel to for a little rest and relaxation to inspired ideas for decorating your home and improving your garden, Sunset magazine is dedicated to presenting you with the most beautiful aspects of the West.  In each issue, you will find a section full of travel tips that are geared towards the current season. There is also a section for sports enthusiasts which covers different places where you can enjoy the great outdoors. You'll also find pages set aside for decorating tips and advice for bringing the outdoors into your home or sprucing up your garden. There are also plenty of new, tested, and delicious recipes for yo",,https://m.media-amazon.com/images/I/71Qfyg-ydpL._AC_.jpg,MAIN,a magazine cover with an image of a tent in the woods
B0000B0RB5,Woodturning    Print Magazine,"Woodturning is read by turning enthusiasts in over 60 countries and is packed with projects, features on turners around the world, tests and reviews, news, letters, and tips. Projects are appropriate for varying levels of ability, so there is something for everyone, from beginner to professional.",,https://m.media-amazon.com/images/I/61JHEAR3VDL._AC_.jpg,MAIN,the cover of the issue of woodworking magazine
B0032KHQU2,Smithsonian    Print Magazine,"Product Description This magazine chronicles the arts, environment, sciences and popular culture of the times. It is edited for modern, well-rounded individuals with diverse, general interests. With your order, you become a National Associate Member of the Smithsonian. Membership benefits include your subscription to Smithsonian magazine, a personalized membership card, discounts from the Smithsonian catalog, and more. Amazon.com Review Smithsonian magazine is a monthly periodical for adults who love to learn. With articles and photography dedicated to a variety of subjects, the magazine is perfect for well-rounded individuals who have diverse interests. The generalized magazine focuses on unique content, so you'll learn something new every time you read it.  Smithsonian magazine has professional articles about many subjects. Some of these include the arts, the environment, the sciences, and the chronicles of current popular culture. Whether you're interested in learning about the late",,https://m.media-amazon.com/images/I/51+KxxGf5OL._AC_.jpg,MAIN,a magazine cover with a gie on the front
B01ENUOG4S,Money [Prime Member Exclusive]    Print Magazine,"Money is the nation's largest personal finance magazine. Money's mission is to help readers make better decisions, not just in their investment portfolio, but everywhere life and money intersects - family, home, health, finances, career, spending and their future.",,https://m.media-amazon.com/images/I/51DO5tR-8ML._AC_.jpg,MAIN,a man and woman standing in front of a door
B001U5SPL0,Vanity Fair    Print Magazine,,,https://m.media-amazon.com/images/I/613xsKKzqDL._AC_.jpg,MAIN,a man sitting on top of a magazine cover
B00005N7QI,GQ    Print Magazine,,,https://m.media-amazon.com/images/I/61Y4HORBErL._AC_.jpg,MAIN,a man in a fur coat and red pants on the cover of gq magazine
B000FMRXSU,The Absolute Sound,,,https://m.media-amazon.com/images/I/51h3jDFClUL._AC_.jpg,MAIN,a magazine with two speakers on the cover
B07TMRSB8S,Zoobooks    Print Magazine,"Simply written and beautifully illustrated. Each monthly issue ""captures"" one of 60 different animals through magnificent photography, illustrations, diagrams, descriptions and includes interactive activity pages. Kids get ""up close and personal"" with the world's most amazing creatures.",,https://m.media-amazon.com/images/I/61MXBwYIOuL._AC_.jpg,MAIN,a picture of a cat with its mouth open
B01HI8V11I,Entertainment Weekly(Discontinued ASIN)    Print Magazine,"EW is your all-access pass to Hollywood's most creative minds and fascinating stars They're the first to know about the best (and worst) in entertainment, and with their sharp insight and trusted voice, they keep you plugged into pop culture It's where buzz begins",,https://m.media-amazon.com/images/I/51I1tRbliyL._AC_.jpg,MAIN,the cover of entertainment magazine featuring game of thrones
B00005N7SJ,Rolling Stone    Print Magazine,"Product Description Rolling Stone magazine is a cultural icon. It’s the number one pop culture reference point for 13 million young adults. In addition to its authoritative position in music, Rolling Stone’s sphere of influence reaches into entertainment, movies, television, technology, and national affairs. Rolling Stone covers everything that’s important, trend-setting, and newsworthy to the thought leaders among young adults. Amazon.com Review Editorial Reviews Amazon.com Who Reads Rolling Stone ? Rolling Stone is written for a reader who’s interested in entertainment, including music, movies, television, technology, and national affairs. It combines its significant entertainment reviews with cultural and social commentary, featuring articles on politics, celebrities, and more. What You Can Expect in Each Issue: Rock & Roll: The latest music news on those who continue to rock us. Rock & Roll: The latest music news on those who continue to rock us. Smoking Section: In-depth, exclusiv",,https://m.media-amazon.com/images/I/41wYYWMf3PL._AC_.jpg,MAIN,a young man wearing a black shirt on the cover of a magazine
B00006KDRR,Faces    Print Magazine,,,https://m.media-amazon.com/images/I/4191aVe2I8L._AC_.jpg,MAIN,"the cover of cricket faces magazine, featuring a young boy in a blue cap"
B07DKY35KV,Entertainment Weekly - CEASED OFFER    Print Magazine,"EW is your all-access pass to Hollywood's most creative minds and fascinating stars. They're the first to know about the best (and worst) in entertainment, and with their sharp insight and trusted voice, they keep you plugged into pop culture. It's where buzz begins.",,https://m.media-amazon.com/images/I/51gAtSVNt0L._AC_.jpg,MAIN,the cover of entertainment weekly magazine featuring an image of a woman in a gold suit
B00006KBW2,Dirt Bike,,,https://m.media-amazon.com/images/I/61i3GwZ9RJL._AC_.jpg,MAIN,"dirt bike magazine - issue 1, issue 2"
B00006LE8H,Your Cat    Print Magazine,"Your Cat magazine is published for caring cat owners, covering health and behavior issues, general care advice, breed information, and other practical concerns. There are also lots of entertaining articles, true life tales, photographs of readers' cats, letters, and a directory of competitions.",,https://m.media-amazon.com/images/I/517tCGJe3EL._AC_.jpg,MAIN,a magazine with a cat on the cover
B001P79SQY,Nickelodeon Magazine November 2005 Harry Potter and the Goblet of Fire,Nickelodeon Magazine November 2005 Harry Potter and the Goblet of Fire,,https://m.media-amazon.com/images/I/51dfG+L1J6L._AC_.jpg,MAIN,a magazine with the cover of a boy on it
B00HQ4IQ90,Total 911,,,https://m.media-amazon.com/images/I/51SUjA2ANML._AC_.jpg,MAIN,a magazine cover with three porsches on it
B00006K8UR,Church & State,,,https://m.media-amazon.com/images/I/516ZGMB0QXL._AC_.jpg,MAIN,the cover of the book family ties
B00062P91C,Christian Century,,,https://m.media-amazon.com/images/I/512JXMwTXNL._AC_.jpg,MAIN,the christian century album cover art print
B00005N7VL,Wild West,,,https://m.media-amazon.com/images/I/51J2qTpdhEL._AC_.jpg,MAIN,the cover of wildst magazine featuring a bearded man
B000PY4Z3E,Reps!,,,https://m.media-amazon.com/images/I/51UF35YOXpL._AC_.jpg,MAIN,a man is posing on the cover of a magazine
B00B8C8SS0,Homes & Antiques    Print Magazine,"HOMES & ANTIQUES is the magazine for people who love great design and beautiful objects from every era, providing a unique mix of the very best of the old with the very best of the new. That's why, as well as being the official magazine of the BBC's Antiques Roadshow, every issue delivers an inspirational blend of heritage and lifestyle. Alongside unrivaled expert guides to antiques and collectibles, HOMES & ANTIQUES features inspiring real interiors, sizzling style and decorating ideas, and everything from heritage and architecture to vintage fashion and craft. Not only that, it covers the practical side too - whether it's tackling a barn conversion or just decorating a bedroom. If you love antiques and interiors, HOMES & ANTIQUES is the only magazine that can offer you the inspiration to make your design dreams a reality.",,https://m.media-amazon.com/images/I/618JFlF3CrL._AC_.jpg,MAIN,home & garden magazine - may 2018
B0160CRM16,Spider    Print Magazine,"Product Description Spider is a literary magazine, uniquely crafted for new independent readers, ages 6 to 9 years old. This children’s magazine offers fun stories, poems, and activities kids will love while learning. Amazon.com Review Spider magazine explores a variety of themes such as inclusiveness, responsibility, empathy, friendship, and communication through colorfully illustrated images by award winning artists and stories from best-selling children’s authors all over the world.  In every issue, a portion of the magazine is dedicated to contests for the best story writing, art, and poetry entries—showcasing the winners in the next publication. Spider, the Spider, is featured throughout the margins of the magazine, along with his other fun insect friends that have their own storyline while also providing commentary on the articles. The end of each issue includes perforated pages of activities for your child’s independent art and craft time.  This 100% advertisement-free children’",,https://m.media-amazon.com/images/I/411VKF5za8L._AC_.jpg,MAIN,cricket spider a board game for adults and children
B000063XJP,Threads,,,https://m.media-amazon.com/images/I/41IQMyfBmgL._AC_.jpg,MAIN,a magazine cover with three coats on manns
B010VUC82Q,Consumer Reports Print Access    Print Magazine,,,https://m.media-amazon.com/images/I/51e-pbmJ6oL._AC_.jpg,MAIN,a person holding up a cell phone with the text ' get more from your phone '
B00023J5FG,Freeskier - CEASED OFFER    Print Magazine,"Published September to February, this seasonal publication reflects the new face of skiing today with editorial, design, and photography geared toward people who are passionate about skiing and the lifestyle of freeskiers everywhere.",,https://m.media-amazon.com/images/I/51R5-FkrcJL._AC_.jpg,MAIN,a magazine with a skier on the cover
B00006KCUN,Elle Decoration - British Edition    Print Magazine,"A definitive guide to the most desirable, trend-setting, stylish and contemporary homes today.",,https://m.media-amazon.com/images/I/61hwIpxLGnL._AC_.jpg,MAIN,the cover of elle decor magazine featuring a cocktail
B002F8WWAQ,"Rolling Stone Issue 1082/1083 July 9-23, 2009 Jonas Brothers Bonnaroo    Single Issue Magazine",magazine,,https://m.media-amazon.com/images/I/61VAryl9T6L._AC_.jpg,MAIN,the boys on the cover of people magazine
B015QIVLS0,Dell Word Search Puzzles,,,https://m.media-amazon.com/images/I/61BunDuepQL._AC_.jpg,MAIN,the official word search puzzles book
B000BYD9V2,Shotgun Sports Magazine,,,https://m.media-amazon.com/images/I/51BmHvFgwLL._AC_.jpg,MAIN,the cover of shotguns magazine featuring a shotgun
B000UTYHS2,Cooking Light    Print Magazine,,,https://m.media-amazon.com/images/I/61tWBV8HzhL._AC_.jpg,MAIN,the cover of cooking with air fryer magazine
B06XQ6Y6WY,Vanity Fair    Print Magazine,"Product Description Vanity Fair reports on—and from—the intersection of power and personality, dissecting the culture high and low with signature sophistication, wit, and insight. Ambitious journalism, unforgettable essays, and iconic photography define each issue and animate our digital platforms. Subscribe today and stay in the know with Vanity Fair — the cultural conversation starter. Amazon.com Review ""Our mission at Vanity Fair is to capture the zeitgeist and meet our readers at all intersections of power and influence, from Wall Street to Washington, Silicon Valley to Hollywood, and beyond. In an age where these worlds have become so closely intertwined, we believe that journalism that breaks through the noise and makes a difference is more critical than ever. We pursue this work by telling great stories, creating indelible images, and leading the culture forward."" — RADHIKA JONES, EDITOR IN CHIEF  Muscular long-form journalism, stunning photography, insightful essays, and superb",,https://m.media-amazon.com/images/I/613xsKKzqDL._AC_.jpg,MAIN,a man sitting on top of a chair next to a wall
B00005N7Q1,Family Handyman    Print Magazine,,,https://m.media-amazon.com/images/I/61UyEcuZtbL._AC_.jpg,MAIN,a magazine cover with a window in the background
B08DBHD75M,Prepper Survival Guide,,,https://m.media-amazon.com/images/I/51pP2lf2VgL._AC_.jpg,MAIN,a magazine cover with an image of a man wearing a mask
B00021HMCQ,Shu Fa - Chinese Calligraphy    Print Magazine,"Introduces outstanding ancient and contemporary Chinese rubbings, calligraphies, seal-engravings and achievements of theoretical research.",,https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif,MAIN,the north face women ' s chi chia hoodie black
B002FCNHN8,Reader's Digest Large Print    Print Magazine,"Contains digest and original articles on a wide variety of health-related topics. Also contains short abstracts of current medical progress in section entitled ""News from the World of Medicine.""",,https://m.media-amazon.com/images/I/511I0yiXDCL._AC_.jpg,MAIN,the reader ' s digest cover art
B01N0WNTUQ,Sunshine Artist,,,https://m.media-amazon.com/images/I/41Guj54tgwL._AC_.jpg,MAIN,the cover of the issue of american art magazine
B00E3HNLZW,Meine Familie Und Ich,,,https://m.media-amazon.com/images/I/51QowcRmpgL._AC_.jpg,MAIN,a magazine with a pizza on the cover
B00283LGPU,Dog Fancy (1-year auto-renewal),,,https://m.media-amazon.com/images/I/51sQepSt1sL._AC_.jpg,MAIN,a magazine with a dog on the cover
